site,morphotype,order,family,genus,species,specimen_number,measurer_comments,margin,petiole_width,petiole_area,blade_area,blade_perimeter,feret,minimum_feret,raw_blade_area,raw_blade_perimeter,internal_raw_blade_area,internal_raw_blade_perimeter,length_of_cut_perimeter,no_of_primary_teeth,no_of_subsidiary_teeth
Laguna del Hunco,TY208,Proteales,Proteaceae,,,LH13-1311,taxonomy revised from that presented in Peppe et al. (2011) by Gonzalez et al. (2007; https://doi.org/10.1663/0006-8101(2007)73[235:ROTPMR]2.0.CO;2),0,,,6.217,,7.026,,6.043156204,19.8504993,5.681558426,16.49807752,0,24,
Laguna del Hunco,TY209,,,,,LH06-1250,,0,,,17.658,,8.561,,14.25556681,23.40738168,13.55887404,17.72647486,3.6879888,45,
Laguna del Hunco,TY209,,,,,LH17-IOP15 ,,0,0.2096,,19.025,,9.17,,11.072,20.077,10.784,16.848,6.675,52,
Laguna del Hunco,TY209,,,,,LH06-0284,,0,0.1264,,15.917,,8.476,,2.529,10.587,2.443,9.666,5.503,6,
Laguna del Hunco,TY210,,,,,LH06-0020,,0,,,9.829,,8.403,,9.094811445,24.53267048,8.70873756,22.00747923,6.64,43,
Laguna del Hunco,TY210,,,,,LH06-0020,,,,,10.676,,8.461,,,,,,,,
Laguna del Hunco,TY210,,,,,LH15-0060,,0,0.1307,,14.172,,11.042,,9.376,24.823,9.023,23.437,9.317,35,
Laguna del Hunco,TY210,,,,,"LH06-0079, 0079' ",,0,,,,,,,4.292,13.325,4.13,12.405,6.298,17,
Laguna del Hunco,TY210,,,,,LH06-1083 ,,0,0.0446,,,,,,2.712663378,14.14063364,2.551866921,13.35860644,8.68,16,
Laguna del Hunco,TY212,,,,,LH06-0004 ,,0,,,20.709,,8.243,,10.188,19.999,10.066,19.051,11.895,11,
Laguna del Hunco,TY213,,,,,LH02-1358,,1,,,2.662,,4.897,,2.662,,2.662,,,0,
Laguna del Hunco,TY215,,,,,LH06-1183,,1,0.1575,,29.342,,10.364,,29.342,,29.342,,,0,
Laguna del Hunco,TY216,,,,,LH06-0074,,0,,,20.128,,8.6,,10.045,19.595,10.002,19.315,8.783,10,
Laguna del Hunco,TY217,,,,,LH26-0001,,0,0.1575,,41.074,,11.521,,5.912,16.188,5.71,14.117,7.425,28,
Laguna del Hunco,TY218,,,,,LH25-1a,,1,,,72.913,,18.201,,72.913,,72.913,,,0,
Laguna del Hunco,TY219,,,,,LH04-48-2,,0,0.1709,,28.104,,11.189,,19.945,33.169,19.709,32.044,15.605,31,
Laguna del Hunco,TY220,,,,,LH17-IOP17a,,0,,,35.204,,7.12,,7.596,27.523,7.587,27.44,14.548,1,
Laguna del Hunco,TY222,,,,,LH04-40,,1,0.0603,,9.771,,8.075,,9.771,,9.771,,,0,
Laguna del Hunco,TY223,,,,,LH04-18,,0,,,5.275,,4.53,,4.96,11.519,4.862,10.397,0.949,20,
Republic,cf. Archeampelos acerifolia (rp38),Saxifragales,Cercidiphyllaceae,"""Archeampelos""",acerifolia,rp38 g030 56,"taxonomy revised from that presented in Peppe et al. (2011) by Scott Wing (personal communication, April 2026), Karl Volkman (personal communication, May 2026), and Manchester (2014, https://publikace.nm.cz/en/periodicals/fiamnpsbhn/70-3-4/revisions-to-roland-browns-north-american-paleocene-flora)",0,,,9.75,,4.448,,6.634318851,16.40784492,6.237224506,14.68528954,4.416825445,28,
Republic,aff. Crataegus sp. (rp32),Rosales,Rosaceae,Crataegus,,rp032 25082 ,,0,,,,,,,6.758401175,27.02969131,6.699653259,26.54023946,4.951889371,13,
Republic,aff. Crataegus sp. (rp32),Rosales,Rosaceae,Crataegus,,rp032 I147TT,,,0.04845815,,1.539,,2.323,,,,,,,,
Republic,aff. Crataegus sp. (rp32),Rosales,Rosaceae,Crataegus,,rp032 i7045,,0,0.056886228,,6.171,,4.597,,6.063318474,19.98552648,5.84320849,18.59385128,0,26,
Republic,aff. Crataegus sp. (rp32),Rosales,Rosaceae,Crataegus,,rp32 25083 20,,0,0.080213904,,10.908,,7.432,,7.575048619,24.68706443,6.3298027,19.386,4.019496263,23,3
Republic,aff. Crataegus sp. or Bohlenia sp. (rp61),Rosales,Rosaceae,Crataegus or Bohlenia,,rp061 17179,,0,,,,,,,5.577526366,18.70116331,4.734220352,15.63906133,10.55,9,4
Republic,aff. Crataegus sp. or Bohlenia sp. (rp61),Rosales,Rosaceae,Crataegus or Bohlenia,,rp061 17707,,0,,,12.142,,6.711,,1.9945743,6.792838096,1.913032999,6.656539187,3.760984187,3,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F280N4,,,,,21.782,,7.297,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 H024-E31,,,0.069686411,,6.75,,5.154,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 17216,,,0.086381323,,13.009,,6.269,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 17394,,,,,3.676,,3.506,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 17528,,,0.070120025,,6.952,,4.665,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 17868,,,0.118530885,,6.486,,4.17,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 18371,,,0.080430652,,8.264,,4.906,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 18395,,,0.062380649,,3.623,,3.35,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 20566,,0,,,,,,,0.394136085,3.565320297,0.369233737,3.160659158,1.536985409,11,1
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 25263,,,0.070219966,,8.539,,5.616,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 E319,,,0.06384743,,11.009,,6.017,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 E426,,,0.089392133,,7.155,,4,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F11C,,,0.09331374,,3.603,,4.437,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F143,,,0.087939698,,2.074,,2.409,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F351,,,0.133849558,,35.17,,9.728,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F392G6,,,0.12508935,,5.416,,3.599,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F594,,,0.074898785,,4.504,,3.493,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F597,,,0.069417158,,5.398,,3.241,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F599R8,,,0.085714286,,7.864,,5.019,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F60648,,,0.087092732,,4.904,,3.611,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F747I11,,,0.087403599,,10.621,,5.95,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 F89U,,,0.09789644,,20.021,,7.894,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 G161,,,0.081336238,,9.942,,4.763,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 G1650SS,,,0.047743966,,2.938,,2.838,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 G302,,,0.059665871,,8.148,,5.02,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 G343,,,0.095444685,,13.047,,6.348,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 G498Q6,,,0.079710145,,14.96,,6.873,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 G63N,,,0.071274298,,17.502,,6.259,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 G65P,,,0.055660974,,10.036,,4.153,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 H40P,,,0.059163059,,5.989,,3.827,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 H88,,,0.061921296,,5.621,,3.897,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 I177,,,0.076975017,,5.471,,4.237,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp020 I64,,,0.088427948,,41.588,,11.158,,,,,,,,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp20 17281 34,,0,0.053191489,,4.351,,3.848,,3.668772555,13.34573366,3.560855424,11.51315521,3.4,57,1
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp20 17394,,0,0.088688263,,3.727,,3.524,,3.073151289,14.42171984,2.902815438,10.53091172,2.9,53,3
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp20 18247 33,,0,0.103092784,,7.554,,4.841,,7.543569812,15.81679647,7.307326638,11.83640972,0,92,2
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp20 18471 14,,0,0.102459016,,11.368,,6.534,,8.639602832,21.83717689,8.431780709,18.79126055,8.4,69,2
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp20 e317-h5 30,,0,0.082236842,,9.078,,5.811,,7.745423558,19.26101828,7.570082692,17.58459068,6.03,65,3
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp20 f597,,0,,,5.041,,3.23,,3.443970926,12.33102354,3.316573737,10.57279706,5.26,43,
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp20 g109-gg 32,,0,,,5.51,,3.963,,5.253552529,13.81577413,5.090076253,10.75466093,2.55,88,7
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp20 g343,,0,,,12.836,,6.329,,9.982185192,16.04470948,9.776823272,14.34478359,5.2,43,5
Republic,Alnus parvifolia (rp20),Fagales,Betulaceae,Alnus,parvifolia,rp20 i018-c 45 ,,0,,,11.909,,5.63,,2.308900133,13.22526347,2.264247803,12.79859889,8.5481,20,
Republic,Betula leopoldae (rp22),Fagales,Betulaceae,Betula,leopoldae,rp022 17507,,0,0.067073171,,22.606,,8.368,,15.97339832,33.89485582,15.56665354,28.54014471,18,58,5
Republic,Betula leopoldae (rp22),Fagales,Betulaceae,Betula,leopoldae,rp022 e155,,0,0.115755627,,23.694,,8.216,,15.32238747,27.22763099,14.54548394,20.6754292,7.172325138,53,9
Republic,Betula leopoldae (rp22),Fagales,Betulaceae,Betula,leopoldae,rp022 E415L6,,,0.109717868,,11.583,,5.189,,,,,,,,
Republic,Betula leopoldae (rp22),Fagales,Betulaceae,Betula,leopoldae,rp022 F206E3,,,0.107033639,,17.918,,6.319,,,,,,,,
Republic,Betula leopoldae (rp22),Fagales,Betulaceae,Betula,leopoldae,rp22 25068 19,,0,,,19.46,,9.269,,13.40513697,29.74385833,12.83111765,23.32863937,11.512,63,
Republic,Betula leopoldae (rp22),Fagales,Betulaceae,Betula,leopoldae,rp22 f340-w5 35,,0,0.087719298,,8.423,,4.747,,8.167759643,14.85140863,8.007751929,12.20080851,0,76,2
Republic,Betula papyrifera (rp21),Fagales,Betulaceae,Betula,"""papyrifera""",rp21 25067 52,,0,,,16.28,,6.327,,5.232261392,17.58043645,5.052664364,14.87219241,7.099,56,
Republic,Castinia sp. ? (rp154),Fagales,Fagaceae,Castaneophyllum,,rp154 25098,"taxonomy revised from that presented in Peppe et al. (2011) by Karl Volkman (personal communication, May 2026)",0,,,,,,,12.30501682,15.85258147,11.88256544,15.10813818,5.476990007,7,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp015,,,0.096168882,,21.911,,5.784,,,,,,,,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp015 18466,,,0.091058244,,17.898,,6.004,,,,,,,,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp015 f296,,,0.095123901,,20.112,,5.786,,,,,,,,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp015 f426,,,0.0832,,7.087,,3.711,,,,,,,,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp015 f470B11,,,0.119601329,,14.686,,5.498,,,,,,,,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp015 I167R,,,0.145174371,,12.383,,4.843,,,,,,,,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 129b3,,,0.098582039,,5.575,,3.036,,,,,,,,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 17330,,0,0.072886297,,11.128,,4.349,,8.581555183,14.15570253,8.364219359,13.59497885,4.396989998,19,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 17360,,0,0.108314264,,11.985,,4.769,,7.45980421,21.39735631,7.20227139,20.11464331,12.67,23,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 17362 27,,0,0.122605364,,11.937,,4.68,,11.15626894,17.60406375,10.95583748,16.10628057,3.326040654,26,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 17681,,0,0.100757576,,6.37,,3.258,,3.685672687,11.04995177,3.560673255,10.22963637,4.01,20,1
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 17852 26,,0,0.111969112,,15.284,,5.449,,8.367122053,21.23276341,8.05115249,20.10089396,9.9,24,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 25061 5,,0,0.14973262,,28.288,,7.11,,27.60220068,22.62804286,26.61478345,20.93298828,0,37,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 25064 16,,0,0.154285714,,35.344,,7.579,,22.77873712,26.77177696,21.57096821,23.49947773,7.254817711,25,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 e128 a3,,0,0.083678542,,8.137,,3.819,,5.500102038,11.09692424,5.34057629,10.34905183,4.74,23,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 f338-u5 23,,0,0.112612613,,15.893,,4.97,,9.599304566,15.5062441,9.486291801,15.17442592,6.37,14,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 f734 1 x10 24,,0,0.167701863,,29.418,,6.866,,22.16987387,31.69926974,21.37977953,28.68577981,15.64,34,
Republic,Cercidiphyllum obtritum (rp15),Saxifragales,Cercidiphyllaceae,Cercidiphyllum,obtritum,rp15 f736 a y10 25,,0,,,21.29,,5.954,,16.16752943,19.17609498,15.79391261,18.23089628,4.547765152,32,
Republic,Comptonia columbiana (rp34),Fagales,Myricaceae,Comptonia,columbiana,rp34 25084 9,,0,,,,,,,2.530179798,14.83154934,2.418956294,12.95124992,0.668194567,22,
Republic,Crataegus sp. (rp42),Rosales,Rosaceae,Crataegus,,rp042 17275,,0,,,2.488,,3.629,,1.830381362,8.158523068,1.629569341,6.372522233,0.83384114,12,1
Republic,Crataegus sp. (rp42),Rosales,Rosaceae,Crataegus,,rp042 17496,,,0.079365079,,8.598,,5.921,,,,,,,,
Republic,Crataegus sp. (rp42),Rosales,Rosaceae,Crataegus,,rp042 17516,,0,,,,,,,1.901705773,9.309570359,1.646495912,7.840980786,4.196763101,11,1
Republic,Crataegus sp. (rp42),Rosales,Rosaceae,Crataegus,,rp42 17047 46,,0,,,17.551,,8.719,,10.89053117,19.52381934,9.686408384,15.77298448,6.817209623,16,7
Republic,Crataegus sp. (rp42),Rosales,Rosaceae,Crataegus,,rp42 18263 47,,0,0.139917695,,14.86,,9.413,,10.23329685,23.70068062,9.13419448,19.12478322,8.035,25,3
Republic,Crataegus sp. (rp42),Rosales,Rosaceae,Crataegus,,rp42 25070 21,,0,,,,,,,7.66522703,20.08156431,6.906275587,16.67882126,6.316,27,
Republic,Crataegus sp. (rp42),Rosales,Rosaceae,Crataegus,,rp42 e403-i6 41,,0,,,11.232,,6.361,,6.443044648,14.67309189,5.799187421,11.07917764,3.194539254,15,1
Republic,Fagopsis undulata (rp60),Fagales,Fagaceae,Fagopsis,undulata,rp060 25091,,0,,,,,,,4.459823101,12.2331234,4.203704475,11.72240422,8.877694688,4,
Republic,Itea sp. (rp19),Saxifragales,Iteaceae,Itea,,rp019 18130,"taxonomy revised from that presented in Peppe et al. (2011) by Scott Wing (personal communication, April 2026)",,0.117762512,,17.174,,5.935,,,,,,,,
Republic,Itea sp. (rp19),Saxifragales,Iteaceae,Itea,,rp019 E402 H6,"taxonomy revised from that presented in Peppe et al. (2011) by Scott Wing (personal communication, April 2026)",,0.135161606,,21.37,,7.27,,,,,,,,
Republic,Itea sp. (rp19),Saxifragales,Iteaceae,Itea,,rp19 17862 3,"taxonomy revised from that presented in Peppe et al. (2011) by Scott Wing (personal communication, April 2026)",0,0.1875,,42.739,,9.715,,22.9231488,34.9157715,22.64450502,31.38722501,15.5,97,
Republic,Itea sp. (rp19),Saxifragales,Iteaceae,Itea,,rp19 F751-M11,"taxonomy revised from that presented in Peppe et al. (2011) by Scott Wing (personal communication, April 2026)",,,,44.301,,9.88,,,,,,,,
Republic,Langeria magnifica (rp33),Proteales,Platanaceae,Langeria,magnifica,rp033 25081,"taxonomy revised from that presented in Peppe et al. (2011) by Scott Wing (personal communication, April 2026)",0,,,,,,,9.014053254,20.27031745,8.877618343,18.78535436,10.86,29,
Republic,Langeria magnifica (rp33),Proteales,Platanaceae,Langeria,magnifica,rp033 f712510,"taxonomy revised from that presented in Peppe et al. (2011) by Scott Wing (personal communication, April 2026)",0,,,47.417,,10.579,,24.53884549,47.58890917,24.22512479,44.38198201,30.07,45,
Republic,Macginitiea gracilis (rp14),Proteales,Platanaceae,Macginitiea,gracilis,rp014 17853,,1,0.072340426,,12.66,,5.047,,12.66,,12.66,,,0,
Republic,Macginitiea gracilis (rp14),Proteales,Platanaceae,Macginitiea,gracilis,rp14 25050 1,,1,0.152380952,,31.19,,7.789,,31.19,,31.19,,,0,
Republic,Photinia pageae (rp44),Rosales,Rosaceae,Photinia,pageae,rp044 17498,,0,,,,,,,7.496774391,17.62181014,7.257440346,15.95788428,9,26,
Republic,Photinia pageae (rp44),Rosales,Rosaceae,Photinia,pageae,rp044 25282,,,0.045454545,,5.996,,8.47,,,,,,,,
Republic,Photinia pageae (rp44),Rosales,Rosaceae,Photinia,pageae,rp044 f732v10,,0,0.053254438,,3.597,,4.081,,1.203472926,5.461885417,1.140795012,4.806563988,2.58,8,
Republic,Photinia pageae (rp44),Rosales,Rosaceae,Photinia,pageae,rp44 17499 44,,0,,,13.148,,8.062,,6.65602601,24.05345625,6.420421022,22.31271173,13.37,40,
Republic,Prunus sp. (rp54),Rosales,Rosaceae,Prunus,,rp54 17027 49,,0,0.175675676,,30.39,,10.275,,13.11609419,25.23135314,12.87623422,23.80490871,15.83,31,3
Republic,Prunus sp. (rp54),Rosales,Rosaceae,Prunus,,rp54 17343,,0,0.06779661,,30.572,,10.202,,6.995728806,21.23353386,6.861779844,20.0946715,14.06,16,
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp043 25077,,0,0.06969697,,11.736,,6.776,,6.309134536,19.82826912,5.933148672,18.65417004,10.53,16,4
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp043 25283,,,0.060240964,,12.317,,8.335,,,,,,,,
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp043 F221,,,0.049861496,,1.987,,3.087,,,,,,,,
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp043 I110JJ,,,0.073972603,,3.393,,4.036,,,,,,,,
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp043 i7557,,0,,,,,,,3.226826278,9.07526449,2.837833977,7.770383499,0,12,
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp043 I7557,,,0.037444934,,3.625,,3.521,,,,,,,,
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp43 18129 42,,,,,7.235,,4.778,,,,,,,,
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp43 25286 48,,0,0.066115702,,3.895,,4.43,,3.311853735,9.03642221,3.0744101,8.367827756,1.187243514,15,
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp43 f23 43,,0,0.102564103,,4.509,,4.44,,3.63099477,11.28633596,3.497250929,10.84238744,2.8838,23,
Republic,Rhus malloryi (rp43),Sapindales,Anacardiaceae,Rhus,malloryi,rp43 f422-r6 17,,0,,,5.184,,4.777,,4.160897331,12.20280105,3.943935219,11.46734187,3.4182,18,1
Republic,Sassafras hesperia (rp48),Laurales,Lauraceae,Sassafras,hesperia,rp048 17594,,1,0.073170732,,3.572,,3.537,,3.572,,3.572,,,0,
Republic,Sassafras hesperia (rp48),Laurales,Lauraceae,Sassafras,hesperia,rp048 17905,,1,0.170648464,,22.898,,6.526,,22.898,,22.898,,,0,
Republic,Sassafras hesperia (rp48),Laurales,Lauraceae,Sassafras,hesperia,rp048 18391,,1,0.128526646,,11.825,,6.427,,11.825,,11.825,,,0,
Republic,Sassafras hesperia (rp48),Laurales,Lauraceae,Sassafras,hesperia,rp048 18465,,1,,,2.244,,2.789,,2.244,,2.244,,,0,
Republic,Sassafras hesperia (rp48),Laurales,Lauraceae,Sassafras,hesperia,rp048 25259,,1,0.158671587,,27.626,,7.842,,27.626,,27.626,,,0,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp029 17505,,,0.06824147,,4.954,,4.072,,,,,,,,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp029 17679,,,0.049462366,,1.258,,2.41,,,,,,,,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp029 17973,,,0.078864353,,8.176,,6.083,,,,,,,,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp029 18126,,,0.075801749,,5.174,,4.601,,,,,,,,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp029 18127,,,0.066666667,,5.491,,4.629,,,,,,,,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp029 25080,,0,0.052018634,,2.948,,3.819,,0.426805004,2.745813189,0.412359642,2.616466015,1.78185373,4,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp029 25259,,,,,0.963,,2.176,,,,,,,,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp029 spF22 37,,,,,2.235,,3.056,,,,,,,,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp29 17495,,0,0.072093023,,2.836,,3.798,,2.208114284,11.00928525,2.123945919,9.72808771,2.41,27,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp29 25079 18,,0,0.053191489,,5.201,,4.164,,2.584231879,9.431334723,2.566913992,9.347768252,4.350205651,3,
Republic,Spiraea sp. (rp29),Rosales,Rosaceae,Spiraea,,rp29 f795 36,,0,,,3.26,,3.725,,0.925094267,6.349035865,0.882066626,5.937790838,3.207,9,
Republic,Ternstroemia sp. (rp49),Ericales,Theaceae,Ternstroemia,,rp49 25105 11,,0,0.154545455,,21.622,,10.022,,14.10348988,20.77073013,13.94104472,20.02830077,6.185950415,27,
Republic,Ternstroemia sp. (rp49),Ericales,Theaceae,Ternstroemia,,rp49 f28h,,0,0.163120567,,23.71,,9.73,,9.573409665,15.71400324,9.339104264,15.2829823,8.16,16,
Republic,Tilia johnsoni (rp52),Malvales,Malvaceae,Tilia,johnsoni,rp052 18384,,0,,,11.365,,5.249,,4.621772346,15.71898222,4.547311543,14.57934371,10.4905,35,
Republic,Tsukada davidifolia (rp56),Cornales,Nyssaceae,Tsukada,davidifolia,rp056 17765,,0,,,,,,,17.34544917,27.65268576,16.62687674,25.01462762,14.199,23,
Republic,Ulmus sp. (rp17),Rosales,Ulmaceae,Ulmus,,rp017 17021,,,0.07191448,,16.678,,6.291,,,,,,,,
Republic,Ulmus sp. (rp17),Rosales,Ulmaceae,Ulmus,,rp017 17689,,,0.101860921,,26.481,,8.788,,,,,,,,
Republic,Ulmus sp. (rp17),Rosales,Ulmaceae,Ulmus,,rp017 17863,,,0.170731707,,25.4,,8.329,,,,,,,,
Republic,Ulmus sp. (rp17),Rosales,Ulmaceae,Ulmus,,rp017 e614,,,0.117139334,,30.145,,12.122,,,,,,,,
Republic,Ulmus sp. (rp17),Rosales,Ulmaceae,Ulmus,,rp017 f728,,,0.067811159,,8.959,,6.208,,,,,,,,
Republic,Ulmus sp. (rp17),Rosales,Ulmaceae,Ulmus,,rp17 17689,,0,,,24.968,,8.476,,13.6442518,23.94090891,13.01574832,21.32947081,13.06,21,5
Republic,Ulmus sp. (rp17),Rosales,Ulmaceae,Ulmus,,rp17 17863 28,,0,0.137931034,,26.869,,8.884,,26.23094981,26.77480199,24.66333483,20.54573891,1.647129091,45,16
Republic,Ulmus sp. (rp17),Rosales,Ulmaceae,Ulmus,,rp17 25063 4,,0,0.129032258,,26.55,,9.709,,31.58350904,39.18886628,29.84083764,26.69311177,5.75,73,20
Republic,Ulmus sp. (rp17),Rosales,Ulmaceae,Ulmus,,rp17 g98dd,,0,0.104581673,,23.02,,7.657,,9.90953369,17.30016373,9.405314364,15.08146341,7.64,20,2
Republic,Ulmus chuchuanus (rp50),Rosales,Ulmaceae,Ulmus,chuchuanus,rp50 18354 53,"taxonomy revised from that presented in Peppe et al. (2011) by Karl Volkman (personal communication, May 2026) and Denk & Dillhoff (2005, https://doi.org/10.1139/b05-122)",0,0.303448276,,86.641,,13.874,,52.73642882,49.64519736,50.9681622,45.84821412,25.53,35,9
